,unique_identify,-logAffi,target,pdb,compnd,max_tanimoto_schrodinger,max_tanimoto_merck,max_tanimoto_fep_benchmark
321,CHEMBL1163125_4cl9_CHEMBL3354008,6.299997602857746,CHEMBL1163125,4cl9,CHEMBL3354008,0.2378048780487804,0.2822085889570552,0.2822085889570552
322,CHEMBL1163125_4clb_CHEMBL3220922,7.244125144327507,CHEMBL1163125,4clb,CHEMBL3220922,0.1709844559585492,0.1971830985915492,0.2359550561797752
323,CHEMBL1163125_4clb_CHEMBL3220923,6.537602002101044,CHEMBL1163125,4clb,CHEMBL3220923,0.1724137931034483,0.1516587677725118,0.1724137931034483
324,CHEMBL1163125_4clb_CHEMBL3220924,6.443697499232712,CHEMBL1163125,4clb,CHEMBL3220924,0.2209944751381215,0.203125,0.2394366197183098
325,CHEMBL1163125_4clb_CHEMBL3220926,6.552841968657781,CHEMBL1163125,4clb,CHEMBL3220926,0.18562874251497,0.2356687898089172,0.2356687898089172
326,CHEMBL1163125_4clb_CHEMBL3353986,5.899998417198648,CHEMBL1163125,4clb,CHEMBL3353986,0.2974683544303797,0.2704081632653061,0.2974683544303797
327,CHEMBL1163125_4clb_CHEMBL3353987,6.0,CHEMBL1163125,4clb,CHEMBL3353987,0.2848101265822785,0.2834224598930481,0.3310810810810811
328,CHEMBL1163125_4clb_CHEMBL3353991,6.0999990348465305,CHEMBL1163125,4clb,CHEMBL3353991,0.2527472527472527,0.2242990654205607,0.3687150837988827
329,CHEMBL1163125_4clb_CHEMBL3353998,6.199998172182031,CHEMBL1163125,4clb,CHEMBL3353998,0.2298850574712643,0.2647058823529412,0.2711864406779661
330,CHEMBL1163125_4clb_CHEMBL3354001,6.0,CHEMBL1163125,4clb,CHEMBL3354001,0.2469135802469135,0.2413793103448276,0.2738853503184713
331,CHEMBL1163125_4clb_CHEMBL3354002,6.0,CHEMBL1163125,4clb,CHEMBL3354002,0.2795031055900621,0.2588235294117647,0.2795031055900621
332,CHEMBL1163125_4clb_CHEMBL3354005,6.0,CHEMBL1163125,4clb,CHEMBL3354005,0.2087912087912088,0.25,0.3031914893617021
333,CHEMBL1163125_4clb_CHEMBL3354007,6.0,CHEMBL1163125,4clb,CHEMBL3354007,0.244047619047619,0.2842639593908629,0.2842639593908629
334,CHEMBL1163125_4e96_CHEMBL2179378,6.055517327849832,CHEMBL1163125,4e96,CHEMBL2179378,0.2808219178082192,0.2666666666666666,0.2808219178082192
335,CHEMBL1163125_4e96_CHEMBL2179379,6.055517327849832,CHEMBL1163125,4e96,CHEMBL2179379,0.2465753424657534,0.2347826086956521,0.2465753424657534
336,CHEMBL1163125_4e96_CHEMBL2179380,5.638272163982407,CHEMBL1163125,4e96,CHEMBL2179380,0.272108843537415,0.2361111111111111,0.272108843537415
337,CHEMBL1163125_4e96_CHEMBL2179385,6.7447274948966935,CHEMBL1163125,4e96,CHEMBL2179385,0.2222222222222222,0.232,0.2549019607843137
338,CHEMBL1163125_4e96_CHEMBL2179386,6.657577319177793,CHEMBL1163125,4e96,CHEMBL2179386,0.2043795620437956,0.2307692307692307,0.2307692307692307
339,CHEMBL1163125_4e96_CHEMBL2179387,6.866461091629782,CHEMBL1163125,4e96,CHEMBL2179387,0.2127659574468085,0.2244897959183673,0.2631578947368421
340,CHEMBL1163125_4e96_CHEMBL2179388,6.443697499232712,CHEMBL1163125,4e96,CHEMBL2179388,0.2171052631578947,0.2222222222222222,0.2337662337662337
341,CHEMBL1163125_4e96_CHEMBL2179389,6.4089353929735005,CHEMBL1163125,4e96,CHEMBL2179389,0.2777777777777778,0.25,0.2777777777777778
342,CHEMBL1163125_4e96_CHEMBL2179390,6.327902142064283,CHEMBL1163125,4e96,CHEMBL2179390,0.2397260273972602,0.2349397590361445,0.2532467532467532
343,CHEMBL1163125_4e96_CHEMBL2179391,6.136677139879544,CHEMBL1163125,4e96,CHEMBL2179391,0.2666666666666666,0.2402597402597402,0.2666666666666666
344,CHEMBL1163125_4f3i_CHEMBL3581647,8.00436480540245,CHEMBL1163125,4f3i,CHEMBL3581647,0.18562874251497,0.2205128205128205,0.2229299363057325
345,CHEMBL1163125_4f3i_CHEMBL3932024,9.014663181703522,CHEMBL1163125,4f3i,CHEMBL3932024,0.1843575418994413,0.1940298507462686,0.2146892655367231
346,CHEMBL1163125_4f3i_CHEMBL3941687,7.892790030352131,CHEMBL1163125,4f3i,CHEMBL3941687,0.2013422818791946,0.1967213114754098,0.2356687898089172
347,CHEMBL1163125_4f3i_CHEMBL4098784,8.886056647693163,CHEMBL1163125,4f3i,CHEMBL4098784,0.1989247311827957,0.1782178217821782,0.2383720930232558
348,CHEMBL1163125_4f3i_CHEMBL4436481,6.279014255846261,CHEMBL1163125,4f3i,CHEMBL4436481,0.1586538461538461,0.1955555555555555,0.1955555555555555
349,CHEMBL1163125_4hbv_CHEMBL1230189,4.550210115624196,CHEMBL1163125,4hbv,CHEMBL1230189,0.160377358490566,0.1770833333333333,0.2394366197183098
350,CHEMBL1163125_4hbv_CHEMBL2179381,4.638272163982407,CHEMBL1163125,4hbv,CHEMBL2179381,0.1531531531531531,0.1428571428571428,0.2567567567567567
351,CHEMBL1163125_4hbx_CHEMBL1950957,4.522878745280337,CHEMBL1163125,4hbx,CHEMBL1950957,0.1907514450867052,0.1847133757961783,0.238095238095238
352,CHEMBL1163125_4hbx_CHEMBL2179382,5.318758762624412,CHEMBL1163125,4hbx,CHEMBL2179382,0.1712328767123287,0.1764705882352941,0.2093023255813953
353,CHEMBL1163125_4hbx_CHEMBL2179383,5.721246399047171,CHEMBL1163125,4hbx,CHEMBL2179383,0.1716417910447761,0.1884057971014492,0.1885245901639344
354,CHEMBL1163125_4hby_CHEMBL2179384,5.356547323513812,CHEMBL1163125,4hby,CHEMBL2179384,0.2297297297297297,0.2347826086956521,0.2347826086956521
355,CHEMBL1163125_4hxl_CHEMBL2349349,5.3872161432802645,CHEMBL1163125,4hxl,CHEMBL2349349,0.2805755395683453,0.2105263157894736,0.2805755395683453
356,CHEMBL1163125_4hxm_CHEMBL2349355,5.585026652029182,CHEMBL1163125,4hxm,CHEMBL2349355,0.2,0.2027027027027027,0.2137404580152671
357,CHEMBL1163125_4hxm_CHEMBL2349356,5.455931955649724,CHEMBL1163125,4hxm,CHEMBL2349356,0.2653061224489796,0.2167832167832167,0.2676056338028169
358,CHEMBL1163125_4hxm_CHEMBL2349357,5.585026652029182,CHEMBL1163125,4hxm,CHEMBL2349357,0.2470588235294117,0.2108843537414966,0.2470588235294117
359,CHEMBL1163125_4hxm_CHEMBL2349358,5.619788758288394,CHEMBL1163125,4hxm,CHEMBL2349358,0.2012195121951219,0.1840490797546012,0.2105263157894736
360,CHEMBL1163125_4hxm_CHEMBL2349359,5.6020599913279625,CHEMBL1163125,4hxm,CHEMBL2349359,0.2905405405405405,0.1849710982658959,0.2905405405405405
361,CHEMBL1163125_4hxm_CHEMBL2349363,6.2441251443275085,CHEMBL1163125,4hxm,CHEMBL2349363,0.256544502617801,0.2027027027027027,0.256544502617801
362,CHEMBL1163125_4hxr_CHEMBL2349346,5.356547323513812,CHEMBL1163125,4hxr,CHEMBL2349346,0.3851851851851852,0.3103448275862069,0.3851851851851852
363,CHEMBL1163125_4hxr_CHEMBL2349350,5.431798275933005,CHEMBL1163125,4hxr,CHEMBL2349350,0.4838709677419355,0.2483660130718954,0.4838709677419355
364,CHEMBL1163125_4hxr_CHEMBL2349351,5.0,CHEMBL1163125,4hxr,CHEMBL2349351,0.3,0.2328767123287671,0.3
365,CHEMBL1163125_4hxr_CHEMBL2349354,5.481486060122113,CHEMBL1163125,4hxr,CHEMBL2349354,0.1933333333333333,0.1935483870967742,0.2153846153846154
366,CHEMBL1163125_4hxr_CHEMBL2349361,6.638272163982407,CHEMBL1163125,4hxr,CHEMBL2349361,0.2117647058823529,0.18562874251497,0.2134831460674157
367,CHEMBL1163125_4hxr_CHEMBL2349362,5.657577319177793,CHEMBL1163125,4hxr,CHEMBL2349362,0.2544378698224852,0.160427807486631,0.2544378698224852
368,CHEMBL1163125_4hxr_CHEMBL2349462,6.102372908709558,CHEMBL1163125,4hxr,CHEMBL2349462,0.2085889570552147,0.191358024691358,0.2085889570552147
369,CHEMBL1163125_4j0r_CHEMBL2331593,5.866461091629782,CHEMBL1163125,4j0r,CHEMBL2331593,0.2447552447552447,0.2333333333333333,0.3125
370,CHEMBL1163125_4j0r_CHEMBL2335143,6.361510743045363,CHEMBL1163125,4j0r,CHEMBL2335143,0.2214285714285714,0.2068965517241379,0.3076923076923077
371,CHEMBL1163125_4j0r_CHEMBL2335145,5.931814138253839,CHEMBL1163125,4j0r,CHEMBL2335145,0.2411347517730496,0.2054794520547945,0.2826086956521739
372,CHEMBL1163125_4j0r_CHEMBL2335146,6.2644011003018205,CHEMBL1163125,4j0r,CHEMBL2335146,0.2335766423357664,0.217391304347826,0.3076923076923077
373,CHEMBL1163125_4j0r_CHEMBL2335149,5.769551078621726,CHEMBL1163125,4j0r,CHEMBL2335149,0.2038216560509554,0.2222222222222222,0.2807017543859649
374,CHEMBL1163125_4j0r_CHEMBL2335151,5.823908740944319,CHEMBL1163125,4j0r,CHEMBL2335151,0.2051282051282051,0.2272727272727272,0.2831858407079646
375,CHEMBL1163125_4j0r_CHEMBL2335152,6.1938200260161125,CHEMBL1163125,4j0r,CHEMBL2335152,0.2567567567567567,0.1968503937007874,0.3014705882352941
376,CHEMBL1163125_4j0r_CHEMBL2335154,6.4089353929735005,CHEMBL1163125,4j0r,CHEMBL2335154,0.2214285714285714,0.2068965517241379,0.3076923076923077
377,CHEMBL1163125_4j0r_CHEMBL3819533,6.113509274827518,CHEMBL1163125,4j0r,CHEMBL3819533,0.25625,0.2,0.25625
378,CHEMBL1163125_4j0r_CHEMBL4126698,6.307696877091684,CHEMBL1163125,4j0r,CHEMBL4126698,0.1830985915492957,0.1953125,0.3142857142857143
379,CHEMBL1163125_4j0r_CHEMBL4126900,5.959303300184228,CHEMBL1163125,4j0r,CHEMBL4126900,0.2295081967213114,0.2237762237762237,0.3137254901960784
380,CHEMBL1163125_4j0r_CHEMBL4127775,6.519275214270272,CHEMBL1163125,4j0r,CHEMBL4127775,0.1830985915492957,0.186335403726708,0.3203883495145631
381,CHEMBL1163125_4j0r_CHEMBL4128201,5.329877139055893,CHEMBL1163125,4j0r,CHEMBL4128201,0.1958041958041958,0.18,0.3076923076923077
382,CHEMBL1163125_4j0r_CHEMBL4128749,6.219481381521149,CHEMBL1163125,4j0r,CHEMBL4128749,0.1928571428571428,0.1969696969696969,0.2935779816513761
383,CHEMBL1163125_4j0r_CHEMBL4129017,6.23142341494464,CHEMBL1163125,4j0r,CHEMBL4129017,0.2108843537414966,0.2396694214876033,0.2935779816513761
384,CHEMBL1163125_4j0r_CHEMBL4129106,5.648908851381046,CHEMBL1163125,4j0r,CHEMBL4129106,0.2248062015503876,0.2119205298013245,0.2909090909090909
385,CHEMBL1163125_4j0r_CHEMBL4129171,6.607303046740334,CHEMBL1163125,4j0r,CHEMBL4129171,0.1958041958041958,0.2,0.3076923076923077
386,CHEMBL1163125_4j0r_CHEMBL4129966,5.848855450347402,CHEMBL1163125,4j0r,CHEMBL4129966,0.1928571428571428,0.203125,0.2990654205607476
387,CHEMBL1163125_4j0s_CHEMBL1828982,5.013228265733755,CHEMBL1163125,4j0s,CHEMBL1828982,0.1875,0.1851851851851851,0.3950617283950617
388,CHEMBL1163125_4j0s_CHEMBL1828983,5.113509274827518,CHEMBL1163125,4j0s,CHEMBL1828983,0.216,0.1724137931034483,0.2871287128712871
389,CHEMBL1163125_4j0s_CHEMBL1828984,4.29073003902417,CHEMBL1163125,4j0s,CHEMBL1828984,0.2222222222222222,0.1694915254237288,0.3118279569892473
390,CHEMBL1163125_4j0s_CHEMBL1828986,5.318758762624412,CHEMBL1163125,4j0s,CHEMBL1828986,0.1900826446280991,0.1526717557251908,0.3118279569892473
391,CHEMBL1163125_4j0s_CHEMBL2335144,5.860120913598763,CHEMBL1163125,4j0s,CHEMBL2335144,0.2344827586206896,0.2133333333333333,0.2836879432624113
392,CHEMBL1163125_4j0s_CHEMBL2335147,6.443697499232712,CHEMBL1163125,4j0s,CHEMBL2335147,0.2214285714285714,0.2068965517241379,0.3076923076923077
393,CHEMBL1163125_4j0s_CHEMBL2335148,5.4089353929735005,CHEMBL1163125,4j0s,CHEMBL2335148,0.2313432835820895,0.1987179487179487,0.2807017543859649
394,CHEMBL1163125_4j0s_CHEMBL2335150,5.585026652029182,CHEMBL1163125,4j0s,CHEMBL2335150,0.2348484848484848,0.2121212121212121,0.2831858407079646
395,CHEMBL1163125_4j0s_CHEMBL2335153,6.430310256811582,CHEMBL1163125,4j0s,CHEMBL2335153,0.2185430463576159,0.203125,0.2831858407079646
396,CHEMBL1163125_4j0s_CHEMBL3356131,4.995678626217358,CHEMBL1163125,4j0s,CHEMBL3356131,0.1875,0.1782945736434108,0.4050632911392405
397,CHEMBL1163125_4j0s_CHEMBL3818389,5.826813731587726,CHEMBL1163125,4j0s,CHEMBL3818389,0.2697368421052631,0.2087912087912088,0.2697368421052631
398,CHEMBL1163125_4j0s_CHEMBL3818939,5.860120913598763,CHEMBL1163125,4j0s,CHEMBL3818939,0.2628205128205128,0.2043010752688172,0.2628205128205128
399,CHEMBL1163125_4j0s_CHEMBL4125731,6.529354823361157,CHEMBL1163125,4j0s,CHEMBL4125731,0.1908396946564885,0.2109375,0.3018867924528302
400,CHEMBL1163125_4j0s_CHEMBL4126542,6.421828980102584,CHEMBL1163125,4j0s,CHEMBL4126542,0.1693548387096774,0.1641791044776119,0.3085106382978723
401,CHEMBL1163125_4j0s_CHEMBL4126957,6.32028609357933,CHEMBL1163125,4j0s,CHEMBL4126957,0.2158273381294964,0.2193548387096774,0.2882882882882883
402,CHEMBL1163125_4j0s_CHEMBL4128199,6.199984406468948,CHEMBL1163125,4j0s,CHEMBL4128199,0.1969696969696969,0.224,0.3018867924528302
403,CHEMBL1163125_4j0s_CHEMBL4128310,6.0222846837585,CHEMBL1163125,4j0s,CHEMBL4128310,0.1875,0.2030075187969924,0.2935779816513761
404,CHEMBL1163125_4j0s_CHEMBL4129683,6.0723434537456376,CHEMBL1163125,4j0s,CHEMBL4129683,0.1891891891891892,0.2301587301587301,0.3018867924528302
405,CHEMBL1163125_4j0s_CHEMBL4130114,6.100362923764463,CHEMBL1163125,4j0s,CHEMBL4130114,0.1866666666666666,0.2244897959183673,0.2990654205607476
406,CHEMBL1163125_4j0s_CHEMBL4130228,6.569320925844654,CHEMBL1163125,4j0s,CHEMBL4130228,0.2028985507246377,0.2196969696969697,0.2882882882882883
407,CHEMBL1163125_4j3i_CHEMBL4064933,6.396855627379818,CHEMBL1163125,4j3i,CHEMBL4064933,0.2067039106145251,0.231578947368421,0.231578947368421
408,CHEMBL1163125_4j3i_CHEMBL4079901,6.647817481888637,CHEMBL1163125,4j3i,CHEMBL4079901,0.2392638036809816,0.2134146341463414,0.2392638036809816
409,CHEMBL1163125_4j3i_CHEMBL4444781,7.679853713888946,CHEMBL1163125,4j3i,CHEMBL4444781,0.2142857142857142,0.2285714285714285,0.2285714285714285
410,CHEMBL1163125_4j3i_CHEMBL4462036,7.269217724333611,CHEMBL1163125,4j3i,CHEMBL4462036,0.2085889570552147,0.2323943661971831,0.2323943661971831
411,CHEMBL1163125_4j3i_CHEMBL4466553,6.81725600755455,CHEMBL1163125,4j3i,CHEMBL4466553,0.2012195121951219,0.2181818181818181,0.2205128205128205
412,CHEMBL1163125_4j3i_CHEMBL4468264,7.1487416512809245,CHEMBL1163125,4j3i,CHEMBL4468264,0.2758620689655172,0.3432835820895522,0.3432835820895522
413,CHEMBL1163125_4j3i_CHEMBL4555828,5.520479303839453,CHEMBL1163125,4j3i,CHEMBL4555828,0.1875,0.2241379310344827,0.2241379310344827
414,CHEMBL1163125_4men_CHEMBL2436005,4.619788758288394,CHEMBL1163125,4men,CHEMBL2436005,0.1513157894736842,0.1982758620689655,0.1982758620689655
415,CHEMBL1163125_4men_CHEMBL2436006,4.180456064458132,CHEMBL1163125,4men,CHEMBL2436006,0.2773109243697479,0.181159420289855,0.2875
416,CHEMBL1163125_4men_CHEMBL2436007,4.130768280269024,CHEMBL1163125,4men,CHEMBL2436007,0.293103448275862,0.1935483870967742,0.2948717948717949
417,CHEMBL1163125_4men_CHEMBL2436008,4.552841968657781,CHEMBL1163125,4men,CHEMBL2436008,0.15625,0.2051282051282051,0.2264150943396226
418,CHEMBL1163125_4mr4_CHEMBL2393130,6.238582343169735,CHEMBL1163125,4mr4,CHEMBL2393130,0.2602739726027397,0.2657342657342657,0.2657342657342657
419,CHEMBL1163125_4mr4_CHEMBL4460353,7.402304814074488,CHEMBL1163125,4mr4,CHEMBL4460353,0.2023121387283237,0.2578616352201258,0.2578616352201258
420,CHEMBL1163125_4mr4_CHEMBL4473057,8.013228265733755,CHEMBL1163125,4mr4,CHEMBL4473057,0.1944444444444444,0.2474226804123711,0.2474226804123711
421,CHEMBL1163125_4mr4_CHEMBL4476085,7.560667306169737,CHEMBL1163125,4mr4,CHEMBL4476085,0.2483660130718954,0.2368421052631578,0.2483660130718954
422,CHEMBL1163125_4nuc_CHEMBL3086878,5.329755138359403,CHEMBL1163125,4nuc,CHEMBL3086878,0.2420382165605095,0.2151898734177215,0.2420382165605095
423,CHEMBL1163125_4nuc_CHEMBL3086879,5.5482379677643685,CHEMBL1163125,4nuc,CHEMBL3086879,0.2517006802721088,0.2046783625730994,0.2517006802721088
424,CHEMBL1163125_4nuc_CHEMBL3086880,5.138987587346031,CHEMBL1163125,4nuc,CHEMBL3086880,0.2281879194630872,0.2117647058823529,0.237410071942446
425,CHEMBL1163125_4nuc_CHEMBL3086881,5.825769682090238,CHEMBL1163125,4nuc,CHEMBL3086881,0.2389937106918239,0.220125786163522,0.2389937106918239
426,CHEMBL1163125_4nuc_CHEMBL3086882,5.095073743904603,CHEMBL1163125,4nuc,CHEMBL3086882,0.2228915662650602,0.2395209580838323,0.2611464968152866
427,CHEMBL1163125_4nuc_CHEMBL3086883,6.468521082957745,CHEMBL1163125,4nuc,CHEMBL3086883,0.2434210526315789,0.2420382165605095,0.2553191489361702
428,CHEMBL1163125_4nuc_CHEMBL3086884,6.819988880942282,CHEMBL1163125,4nuc,CHEMBL3086884,0.2269938650306748,0.2160493827160493,0.2517482517482518
429,CHEMBL1163125_4nuc_CHEMBL3086885,6.769551078621726,CHEMBL1163125,4nuc,CHEMBL3086885,0.2402597402597402,0.2160493827160493,0.2430555555555555
430,CHEMBL1163125_4nuc_CHEMBL3086886,5.580600632582696,CHEMBL1163125,4nuc,CHEMBL3086886,0.2387096774193548,0.2407407407407407,0.24375
431,CHEMBL1163125_4nuc_CHEMBL3086889,5.553527173195787,CHEMBL1163125,4nuc,CHEMBL3086889,0.2287581699346405,0.2163742690058479,0.2394366197183098
432,CHEMBL1163125_4nuc_CHEMBL3086890,5.373005278533436,CHEMBL1163125,4nuc,CHEMBL3086890,0.2266666666666666,0.2046783625730994,0.2285714285714285
433,CHEMBL1163125_4nuc_CHEMBL3086891,5.685132146383572,CHEMBL1163125,4nuc,CHEMBL3086891,0.228395061728395,0.2179487179487179,0.2447552447552447
434,CHEMBL1163125_4nuc_CHEMBL3086892,4.79835564332841,CHEMBL1163125,4nuc,CHEMBL3086892,0.24375,0.240506329113924,0.2447552447552447
435,CHEMBL1163125_4nuc_CHEMBL3086893,5.976362566307911,CHEMBL1163125,4nuc,CHEMBL3086893,0.2317073170731707,0.2546583850931677,0.2546583850931677
436,CHEMBL1163125_4nuc_CHEMBL3086894,5.1847697897676985,CHEMBL1163125,4nuc,CHEMBL3086894,0.2546583850931677,0.270440251572327,0.270440251572327
437,CHEMBL1163125_4nuc_CHEMBL3086895,5.058459005269308,CHEMBL1163125,4nuc,CHEMBL3086895,0.2484848484848484,0.2883435582822086,0.2883435582822086
438,CHEMBL1163125_4nuc_CHEMBL3086896,4.965684468142841,CHEMBL1163125,4nuc,CHEMBL3086896,0.2670807453416149,0.2608695652173913,0.2670807453416149
439,CHEMBL1163125_4nuc_CHEMBL3087044,5.674749102560817,CHEMBL1163125,4nuc,CHEMBL3087044,0.2594936708860759,0.2179487179487179,0.2594936708860759
440,CHEMBL1163125_4nuc_CHEMBL3087045,5.393629278579368,CHEMBL1163125,4nuc,CHEMBL3087045,0.3092105263157895,0.2261904761904762,0.3092105263157895
441,CHEMBL1163125_4nuc_CHEMBL3087046,5.307017321826319,CHEMBL1163125,4nuc,CHEMBL3087046,0.1963190184049079,0.2335329341317365,0.2553191489361702
442,CHEMBL1163125_4nuc_CHEMBL3087047,5.603443709960211,CHEMBL1163125,4nuc,CHEMBL3087047,0.2653061224489796,0.2093023255813953,0.2653061224489796
443,CHEMBL1163125_4nuc_CHEMBL3087048,5.4515588913641295,CHEMBL1163125,4nuc,CHEMBL3087048,0.2389937106918239,0.2278481012658227,0.2394366197183098
444,CHEMBL1163125_4nuc_CHEMBL3087049,5.585863443973965,CHEMBL1163125,4nuc,CHEMBL3087049,0.2450331125827814,0.2163742690058479,0.2482269503546099
445,CHEMBL1163125_4nuc_CHEMBL3087051,4.809037255652878,CHEMBL1163125,4nuc,CHEMBL3087051,0.2258064516129032,0.2181818181818181,0.2647058823529412
446,CHEMBL1163125_4nuc_CHEMBL3087052,6.040000399696793,CHEMBL1163125,4nuc,CHEMBL3087052,0.2287581699346405,0.2235294117647059,0.2592592592592592
447,CHEMBL1163125_4nuc_CHEMBL3087054,5.125221501576862,CHEMBL1163125,4nuc,CHEMBL3087054,0.2258064516129032,0.2155688622754491,0.2554744525547445
448,CHEMBL1163125_4nuc_CHEMBL3087055,5.161059253340335,CHEMBL1163125,4nuc,CHEMBL3087055,0.2919254658385093,0.2544378698224852,0.2919254658385093
449,CHEMBL1163125_4nuc_CHEMBL3087056,5.636717891918877,CHEMBL1163125,4nuc,CHEMBL3087056,0.2195121951219512,0.2121212121212121,0.2430555555555555
450,CHEMBL1163125_4nuc_CHEMBL3087057,6.177485467639428,CHEMBL1163125,4nuc,CHEMBL3087057,0.2670807453416149,0.2111801242236025,0.2670807453416149
451,CHEMBL1163125_4nuc_CHEMBL4461346,5.817414807726797,CHEMBL1163125,4nuc,CHEMBL4461346,0.2469135802469135,0.2138364779874214,0.25
452,CHEMBL1163125_4o70_CHEMBL2103840,4.721246399047171,CHEMBL1163125,4o70,CHEMBL2103840,0.1839080459770115,0.1639344262295081,0.1839080459770115
453,CHEMBL1163125_4o72_CHEMBL188678,6.0,CHEMBL1163125,4o72,CHEMBL188678,0.2573099415204678,0.2429378531073446,0.2573099415204678
454,CHEMBL1163125_4o72_CHEMBL98350,4.906578314837765,CHEMBL1163125,4o72,CHEMBL98350,0.2535211267605634,0.293103448275862,0.293103448275862
455,CHEMBL1163125_4o74_CHEMBL3609301,5.346787486224656,CHEMBL1163125,4o74,CHEMBL3609301,0.2062780269058296,0.2,0.2062780269058296
456,CHEMBL1163125_4o74_CHEMBL3609310,7.431798275933005,CHEMBL1163125,4o74,CHEMBL3609310,0.2474226804123711,0.1902439024390244,0.2474226804123711
457,CHEMBL1163125_4o74_CHEMBL4212346,6.596879478824183,CHEMBL1163125,4o74,CHEMBL4212346,0.2142857142857142,0.1692307692307692,0.236180904522613
458,CHEMBL1163125_4o74_CHEMBL4514849,5.356547323513812,CHEMBL1163125,4o74,CHEMBL4514849,0.2,0.21,0.219047619047619
459,CHEMBL1163125_4o74_CHEMBL4524310,6.823908740944319,CHEMBL1163125,4o74,CHEMBL4524310,0.1948717948717948,0.2176165803108808,0.2176165803108808
460,CHEMBL1163125_4o74_CHEMBL4534000,7.318758762624412,CHEMBL1163125,4o74,CHEMBL4534000,0.1818181818181818,0.1971153846153846,0.2166666666666666
461,CHEMBL1163125_4o74_CHEMBL4539891,6.886056647693163,CHEMBL1163125,4o74,CHEMBL4539891,0.1866666666666666,0.2081218274111675,0.2117117117117117
462,CHEMBL1163125_4o74_CHEMBL4542872,6.853871964321762,CHEMBL1163125,4o74,CHEMBL4542872,0.2428571428571428,0.2233502538071066,0.2512562814070351
463,CHEMBL1163125_4o74_CHEMBL4552957,6.657577319177793,CHEMBL1163125,4o74,CHEMBL4552957,0.2081447963800905,0.202020202020202,0.2081447963800905
464,CHEMBL1163125_4o74_CHEMBL4572284,6.657577319177793,CHEMBL1163125,4o74,CHEMBL4572284,0.2068965517241379,0.2167487684729064,0.2378640776699029
465,CHEMBL1163125_4o74_CHEMBL4589721,7.431798275933005,CHEMBL1163125,4o74,CHEMBL4589721,0.1917808219178082,0.2146596858638743,0.2175925925925926
466,CHEMBL1163125_4o76_CHEMBL1287853,6.785156151952302,CHEMBL1163125,4o76,CHEMBL1287853,0.2446808510638297,0.2268518518518518,0.2738095238095238
467,CHEMBL1163125_4o7b_CHEMBL13880,5.537602002101044,CHEMBL1163125,4o7b,CHEMBL13880,0.2372881355932203,0.2710843373493976,0.2710843373493976
468,CHEMBL1163125_4o7b_CHEMBL14212,5.6020599913279625,CHEMBL1163125,4o7b,CHEMBL14212,0.2222222222222222,0.2619047619047619,0.2619047619047619
469,CHEMBL1163125_4o7b_CHEMBL14682,4.619788758288394,CHEMBL1163125,4o7b,CHEMBL14682,0.2485549132947976,0.2606060606060606,0.2606060606060606
470,CHEMBL1163125_4o7b_CHEMBL4521096,5.920818753952375,CHEMBL1163125,4o7b,CHEMBL4521096,0.2234636871508379,0.2710843373493976,0.2710843373493976
471,CHEMBL1163125_4o7e_CHEMBL278041,5.468521082957745,CHEMBL1163125,4o7e,CHEMBL278041,0.2551724137931034,0.2790697674418604,0.3064516129032258
472,CHEMBL1163125_4o7f_CHEMBL417255,5.431798275933005,CHEMBL1163125,4o7f,CHEMBL417255,0.2303370786516854,0.2710843373493976,0.2710843373493976
473,CHEMBL1163125_4o7f_CHEMBL4452281,5.7447274948966935,CHEMBL1163125,4o7f,CHEMBL4452281,0.2234636871508379,0.2710843373493976,0.2889908256880734
474,CHEMBL1163125_4ogi_CHEMBL4447984,6.853871964321762,CHEMBL1163125,4ogi,CHEMBL4447984,0.2131979695431472,0.2176165803108808,0.2176165803108808
475,CHEMBL1163125_4ogi_CHEMBL4475297,5.142667503568732,CHEMBL1163125,4ogi,CHEMBL4475297,0.2222222222222222,0.227027027027027,0.227027027027027
476,CHEMBL1163125_4ogj_CHEMBL1995703,6.910094888560602,CHEMBL1163125,4ogj,CHEMBL1995703,0.2192513368983957,0.3271604938271605,0.3271604938271605
477,CHEMBL1163125_4pce_CHEMBL3262777,5.154901959985743,CHEMBL1163125,4pce,CHEMBL3262777,0.2608695652173913,0.2016129032258064,0.3194444444444444
478,CHEMBL1163125_4pci_CHEMBL1620811,5.1249387366083,CHEMBL1163125,4pci,CHEMBL1620811,0.265625,0.3009708737864077,0.3009708737864077
479,CHEMBL1163125_4qb3_CHEMBL3770724,5.468521082957745,CHEMBL1163125,4qb3,CHEMBL3770724,0.2127659574468085,0.2025316455696202,0.2127659574468085
480,CHEMBL1163125_4qb3_CHEMBL4567799,4.619788758288394,CHEMBL1163125,4qb3,CHEMBL4567799,0.1888111888111888,0.1825396825396825,0.1935483870967742
481,CHEMBL1163125_4qb3_CHEMBL4582177,4.102372908709558,CHEMBL1163125,4qb3,CHEMBL4582177,0.1917808219178082,0.1769230769230769,0.1917808219178082
482,CHEMBL1163125_4qr3_CHEMBL3409982,5.853871964321762,CHEMBL1163125,4qr3,CHEMBL3409982,0.2615384615384615,0.2464788732394366,0.2615384615384615
483,CHEMBL1163125_4qr3_CHEMBL3409983,5.645891560852599,CHEMBL1163125,4qr3,CHEMBL3409983,0.2086330935251798,0.2824427480916031,0.2824427480916031
